Id,Predicted
Payback ,6.04799702740074
"Crazy, Stupid, Love. ",7.347391305322736
The Game ,7.4602743277203185
Into the Storm ,5.532208271855712
For Love of the Game ,6.651560612243161
The Iron Giant ,6.023861243091988
Baby's Day Out ,5.95048157832676
Gamer ,6.0780972104532465
Chappie ,6.697143317436086
The Tooth Fairy ,5.1777384303598275
3:10 to Yuma ,7.253684693704162
The Thomas Crown Affair ,6.631014054321382
America's Sweethearts ,5.857511765571064
Courage Under Fire ,6.289835751031986
The Muppets ,6.855583415737953
Blended ,6.050947638057885
The Bounty Hunter ,5.936014905586212
Pinocchio ,7.788596892916118
42 ,6.696550032148527
Vantage Point ,6.428011420235689
Shall We Dance ,5.759680593934881
The Prestige ,9.209483948208737
Gothika ,5.736456102139542
Amistad ,7.424241610418341
The Guilt Trip ,5.613126353092915
Scream 4 ,6.28024589247435
Pay It Forward ,6.519498871844482
A Million Ways to Die in the West ,6.848487770984467
Morning Glory ,5.976508643911608
Memoirs of an Invisible Man ,5.8673747921173955
Soul Men ,6.06520163196742
The Ugly Truth ,6.4643472883462305
Sgt. Bilko ,5.602419499485594
The Express ,6.622800035688844
What to Expect When You're Expecting ,6.097733720478485
Cop Out ,6.278509583527688
Hot Tub Time Machine ,6.550102082270057
Aloha ,5.871439123540493
Ghosts of Mississippi ,6.391438334858175
A Nightmare on Elm Street ,6.403828294022208
Radio ,6.353487066972907
Must Love Dogs ,5.617533678506484
The Bad News Bears ,6.408183412342817
Hot Pursuit ,5.3885627220682695
Lions for Lambs ,6.727790677449505
Stigmata ,5.502243852597391
Cats Don't Dance ,6.07090523395218
The Good German ,6.924429318021911
Going the Distance ,6.022841964486745
Vacation ,6.223946915001577
The Addams Family ,6.187211371727732
Glory Road ,6.423759804069991
Sicario ,7.183985055495046
The Age of Adaline ,6.555087463544004
Little Shop of Horrors ,6.274628203162506
Hanna ,6.616090112811671
What's the Worst That Could Happen? ,5.609651808763099
Virtuosity ,5.922179877845113
Love & Other Drugs ,6.824698815844239
88 Minutes ,6.468978847370924
Mumford ,6.299807855949243
Straight Outta Compton ,7.802255512625255
Blade Runner ,8.079278676256065
3 Days to Kill ,5.946975407863712
The Right Stuff ,7.286390325154335
Shakespeare in Love ,6.635342855534546
Open Range ,6.890369224684167
Pain & Gain ,7.210069061838081
The Passion of the Christ ,6.652431776805337
The Best of Me ,6.034759617855651
Agent Cody Banks ,5.756522670664644
Money Talks ,5.84336435260037
There Will Be Blood ,8.206837909224452
He Got Game ,7.008607678975652
Don Juan DeMarco ,5.855200794550014
Lords of Dogtown ,6.37775920998784
Mrs. Winterbourne ,5.763509817302444
Tank Girl ,5.916826179270928
King's Ransom ,5.414227973434485
Jane Got a Gun ,5.630974847876543
Old School ,6.408031569340608
The Fisher King ,6.674698457649636
"Girl, Interrupted ",7.175575848759675
Muppets from Space ,6.162083653169693
Play It to the Bone ,6.174176559945274
I Don't Know How She Does It ,5.656847399108595
Zombieland ,7.954549860129526
Marvin's Room ,6.268493393246888
Vanity Fair ,6.434160524169632
Spaceballs ,6.664121039275625
Delivery Man ,5.825855312849132
The Conjuring ,7.078010326247001
White Chicks ,5.816523244075429
Lakeview Terrace ,6.205235800829969
Vampires Suck ,5.5378149569398945
Nancy Drew ,5.837708501432378
Shorts ,5.704879896698856
Psycho ,8.04730613416584
Under the Rainbow ,5.990277164926056
The Weather Man ,6.295291443862678
Ghost Town ,6.149648329100435
We're No Angels ,5.988698118865642
People I Know ,6.0793196603862185
Take Me Home Tonight ,5.934508286448539
Indignation ,6.006868320914188
Deuce Bigalow: Male Gigolo ,6.15610924898659
My Big Fat Greek Wedding 2 ,5.623048059724526
Peggy Sue Got Married ,6.288104414187157
Honey ,6.237061624294805
Small Time Crooks ,6.396682250721478
Youth in Revolt ,6.384362620808517
The Salton Sea ,6.247116149720414
Let's Be Cops ,6.123130500551423
Good Boy! ,5.678090182126915
Lottery Ticket ,5.410368487367829
ATL ,5.629034537320202
Fur: An Imaginary Portrait of Diane Arbus ,6.6434998582739615
Sense and Sensibility ,6.975021913774104
Dead Poets Society ,7.062293520324862
The Women ,5.8510592046936045
Boys and Girls ,5.6958140557053945
How to Deal ,5.602565270419099
Philadelphia ,7.01819532155783
Why Did I Get Married? ,5.697116728351721
The Great Debaters ,6.572839506473086
The Object of My Affection ,6.100355654414493
When the Game Stands Tall ,6.056382462861921
The Place Beyond the Pines ,7.658736647331053
One Day ,6.653445744661581
The Midnight Meat Train ,6.015515490107202
The Good Night ,5.77456352365261
Pretty Woman ,7.154567277784082
My Bloody Valentine ,5.7760409666773604
Stomp the Yard ,6.135484313220289
Poetic Justice ,6.524069696847904
Thinner ,5.830767801466516
Margaret ,6.934749836221751
Justin Bieber: Never Say Never ,7.305885190123749
10 Things I Hate About You ,6.408644739161803
Loaded Weapon 1 ,5.690318857116128
Admission ,5.850294365391363
Antwone Fisher ,6.502189415429321
The Exorcist ,7.4030893112694
Jaws ,8.95550256829207
Act of Valor ,6.137825743307966
Harold & Kumar Escape from Guantanamo Bay ,6.464097495093754
Max Keeble's Big Move ,5.700193973517692
Sorority Boys ,5.766058023772681
For Your Consideration ,5.7444453626884915
Running with Scissors ,6.139851564335377
The Pursuit of D.B. Cooper ,6.304314479424169
The Dangerous Lives of Altar Boys ,5.942030166580537
Tomcats ,5.876070798714901
Inside Llewyn Davis ,7.7011593897612665
September Dawn ,6.261438783494231
Good Will Hunting ,8.621121850427478
Saw III ,6.0231094806584755
Commando ,6.286554736156323
Pete's Dragon ,5.43072004597116
The Long Riders ,6.281775602074575
Seeking a Friend for the End of the World ,6.8881289292205405
Rescue Dawn ,6.54617924322727
The Forest ,5.075362644304176
The Joneses ,6.143078606705883
Rosewater ,6.35484972744828
Elsa & Fred ,5.384754692985681
Eulogy ,5.846267993160925
Next Friday ,6.057996600559068
Re-Kill ,5.207187039543609
Fiddler on the Roof ,7.773618369086568
Detention ,5.895970239240029
The Sound of Music ,8.37557168382558
Drive Me Crazy ,5.704768413844516
The Wendell Baker Story ,5.583740566674462
Witless Protection ,5.438095148203807
The Godfather ,10.515721216503128
Who's Your Caddy? ,5.417582918633897
Redbelt ,6.469276666268111
Stargate: The Ark of Truth ,5.59539291883846
Dazed and Confused ,6.667112480538111
Bernie ,6.278817469721152
Ouija ,5.571119870590869
"20,000 Leagues Under the Sea ",7.31239041481767
Oculus ,5.985838363769138
"As Above, So Below ",5.507297678977502
Friday the 13th Part VIII: Jason Takes Manhattan ,6.486721944595116
Diner ,6.572951803704245
The Forsaken ,5.1875658022934
Rabbit Hole ,6.450062488578318
Green Room ,6.642271978953255
Dead Like Me: Life After Death ,5.685873791941298
Capricorn One ,6.38034112097762
Hostel ,5.714580121492142
25th Hour ,7.317654165790266
Silent Movie ,6.292444590520093
Hansel & Gretel Get Baked ,5.669291564142919
The Front Page ,6.423447381913065
The Rules of Attraction ,6.282150421370748
Topaz ,7.088135210696447
Samsara ,6.873638923395857
Trust ,6.157895594349485
Another Happy Day ,5.869356219454787
Midnight Cowboy ,7.229117060266425
The Nun's Story ,7.461558377159057
Harper ,6.548102254775981
The Original Kings of Comedy ,6.356646789883979
Dave Chappelle's Block Party ,6.068825601017711
Next Day Air ,5.548956198944677
Bachelorette ,6.046856189418881
Enter the Dangerous Mind ,5.416419939947845
Pocketful of Miracles ,6.83967565693269
Hustle & Flow ,6.510264919058141
The Wizard of Oz ,8.277528903477153
A Guy Named Joe ,7.412423783729286
Timber Falls ,5.215801327161992
That Thing You Do! ,6.486448657994482
Get on the Bus ,6.838490554089017
Friday the 13th: A New Beginning ,5.864422945459209
It Follows ,6.452505723441471
Full Frontal ,6.295866106371916
Sherrybaby ,6.244166497572764
Rockaway ,5.447251708724213
The Marine 4: Moving Target ,5.2881095973091226
"Happy, Texas ",5.789552536038653
Kids ,6.655433289767099
Kissing Jessica Stein ,6.082752590675881
The Believer ,6.647975868172519
Snow Angels ,6.417970553225687
Session 9 ,5.453292833152198
Hatchet ,6.257782887543172
Checkmate ,5.416612546915231
The Hebrew Hammer ,5.929255165733111
C.H.U.D. ,5.808095907354414
Extreme Movie ,5.433353826044689
Sands of Iwo Jima ,7.053346084791423
Next Stop Wonderland ,6.0778869941365254
Obvious Child ,5.735700633986441
Frozen River ,6.3508609502199995
Special ,5.782420911168916
Hits ,5.65326344870797
Black Rock ,5.0370001554906745
Charly ,6.912661913607853
The Brass Teapot ,5.750197172397952
Safety Not Guaranteed ,6.426838538164575
L.I.E. ,5.874281821562817
Adulterers ,5.785658736441706
To Save a Life ,5.929956856504974
Beyond the Mat ,6.581091063277642
The Little Ponderosa Zoo ,4.750800978095937
42nd Street ,7.860957000260643
Paranormal Activity ,6.149664481213409
I Want Your Money ,6.5682328736261955
The Broadway Melody ,6.948164989546372
Pieces of April ,5.785294802966762
Lovely & Amazing ,5.979050545899369
Death Calls ,5.648184275502829
An American Girl Holiday ,6.195050328717499
A Charlie Brown Christmas ,5.862287546445348
Facing the Giants ,6.054882017762852
The Call of Cthulhu ,5.628027259996822
Raymond Did It ,5.070345359578453
